"","Rank","Title","Link","NA.","Rating","VoteCount","Description","MetaScore"
"224","224"," The Exorcist","https://imdb.com/title/tt0070047/?ref_=chttp_t_224","https://imdb.com/title/tt0070047/?ref_=chttp_t_224","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"225","225"," Stand by Me","https://imdb.com/title/tt0092005/?ref_=chttp_t_225","https://imdb.com/title/tt0092005/?ref_=chttp_t_225","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"226","226"," La haine","https://imdb.com/title/tt0113247/?ref_=chttp_t_226","https://imdb.com/title/tt0113247/?ref_=chttp_t_226","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"227","227"," Pirates of the Caribbean: The Curse of the Black Pearl","https://imdb.com/title/tt0325980/?ref_=chttp_t_227","https://imdb.com/title/tt0325980/?ref_=chttp_t_227","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"228","228"," The Wizard of Oz","https://imdb.com/title/tt0032138/?ref_=chttp_t_228","https://imdb.com/title/tt0032138/?ref_=chttp_t_228","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"229","229"," The Incredibles","https://imdb.com/title/tt0317705/?ref_=chttp_t_229","https://imdb.com/title/tt0317705/?ref_=chttp_t_229","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"230","230"," Into the Wild","https://imdb.com/title/tt0758758/?ref_=chttp_t_230","https://imdb.com/title/tt0758758/?ref_=chttp_t_230","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"231","231"," Hachi: A Dog's Tale","https://imdb.com/title/tt1028532/?ref_=chttp_t_231","https://imdb.com/title/tt1028532/?ref_=chttp_t_231","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"232","232"," The Handmaiden","https://imdb.com/title/tt4016934/?ref_=chttp_t_232","https://imdb.com/title/tt4016934/?ref_=chttp_t_232","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"233","233"," To Be or Not to Be","https://imdb.com/title/tt0035446/?ref_=chttp_t_233","https://imdb.com/title/tt0035446/?ref_=chttp_t_233","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"234","234"," My Father and My Son","https://imdb.com/title/tt0476735/?ref_=chttp_t_234","https://imdb.com/title/tt0476735/?ref_=chttp_t_234","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"235","235"," Groundhog Day","https://imdb.com/title/tt0107048/?ref_=chttp_t_235","https://imdb.com/title/tt0107048/?ref_=chttp_t_235","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"236","236"," The Grapes of Wrath","https://imdb.com/title/tt0032551/?ref_=chttp_t_236","https://imdb.com/title/tt0032551/?ref_=chttp_t_236","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"237","237"," The Battle of Algiers","https://imdb.com/title/tt0058946/?ref_=chttp_t_237","https://imdb.com/title/tt0058946/?ref_=chttp_t_237","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"238","238"," The Sound of Music","https://imdb.com/title/tt0059742/?ref_=chttp_t_238","https://imdb.com/title/tt0059742/?ref_=chttp_t_238","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"239","239"," Amores Perros","https://imdb.com/title/tt0245712/?ref_=chttp_t_239","https://imdb.com/title/tt0245712/?ref_=chttp_t_239","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"240","240"," Rebecca","https://imdb.com/title/tt0032976/?ref_=chttp_t_240","https://imdb.com/title/tt0032976/?ref_=chttp_t_240","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"241","241"," Cool Hand Luke","https://imdb.com/title/tt0061512/?ref_=chttp_t_241","https://imdb.com/title/tt0061512/?ref_=chttp_t_241","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"242","242"," The Iron Giant","https://imdb.com/title/tt0129167/?ref_=chttp_t_242","https://imdb.com/title/tt0129167/?ref_=chttp_t_242","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"243","243"," The Help","https://imdb.com/title/tt1454029/?ref_=chttp_t_243","https://imdb.com/title/tt1454029/?ref_=chttp_t_243","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"244","244"," It Happened One Night","https://imdb.com/title/tt0025316/?ref_=chttp_t_244","https://imdb.com/title/tt0025316/?ref_=chttp_t_244","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"245","245"," Pather Panchali","https://imdb.com/title/tt0048473/?ref_=chttp_t_245","https://imdb.com/title/tt0048473/?ref_=chttp_t_245","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"246","246"," The 400 Blows","https://imdb.com/title/tt0053198/?ref_=chttp_t_246","https://imdb.com/title/tt0053198/?ref_=chttp_t_246","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"247","247"," Aladdin","https://imdb.com/title/tt0103639/?ref_=chttp_t_247","https://imdb.com/title/tt0103639/?ref_=chttp_t_247","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"248","248"," Dances with Wolves","https://imdb.com/title/tt0099348/?ref_=chttp_t_248","https://imdb.com/title/tt0099348/?ref_=chttp_t_248","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
"249","249"," Life of Brian","https://imdb.com/title/tt0079470/?ref_=chttp_t_249","https://imdb.com/title/tt0079470/?ref_=chttp_t_249","9.3","2.8M","Over the course of several years, two convicts form a friendship, seeking consolation and, eventually, redemption through basic compassion.","82"
"250","250"," Drishyam","https://imdb.com/title/tt4430212/?ref_=chttp_t_250","https://imdb.com/title/tt4430212/?ref_=chttp_t_250","9.2","2M","Don Vito Corleone, head of a mafia family, decides to hand over his empire to his youngest son Michael. However, his decision unintentionally puts the lives of his loved ones in grave danger.","100"
